category,currency,customer_first_name,customer_full_name,customer_gender,customer_id,customer_last_name,customer_phone,day_of_week,day_of_week_i,email,geoip.city_name,geoip.continent_name,geoip.country_iso_code,geoip.location,geoip.region_name,manufacturer,order_date,order_id,products,products.created_on,sku,taxful_total_price,taxless_total_price,total_quantity,total_unique_products,type,user
"[""Men's Clothing"",""Men's Shoes""]",EUR,Sultan Al,Sultan Al Rodriguez,MALE,19,Rodriguez,,Saturday,5,sultan al@rodriguez-family.zzz,Abu Dhabi,Asia,AE,"{
  ""lon"": 54.4,
  ""lat"": 24.5
}",Abu Dhabi,"[""Elitelligence"",""Low Tide Media""]","March 30th 2019, 08:06:43.000",713541,"[{""base_price"":44.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Elitelligence"",""tax_amount"":0,""product_id"":11989,""category"":""Men's Clothing"",""sku"":""ZO0538605386"",""taxless_price"":44.99,""unit_discount_amount"":0,""min_price"":24.74,""_id"":""sold_product_713541_11989"",""discount_amount"":0,""created_on"":""2016-12-17T08:06:43+00:00"",""product_name"":""Light jacket - khaki"",""price"":44.99,""taxful_price"":44.99,""base_unit_price"":44.99},{""base_price"":64.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Low Tide Media"",""tax_amount"":0,""product_id"":1260,""category"":""Men's Shoes"",""sku"":""ZO0385103851"",""taxless_price"":64.99,""unit_discount_amount"":0,""min_price"":32.49,""_id"":""sold_product_713541_1260"",""discount_amount"":0,""created_on"":""2016-12-17T08:06:43+00:00"",""product_name"":""Smart lace-ups - cognac"",""price"":64.99,""taxful_price"":64.99,""base_unit_price"":64.99},{""base_price"":24.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Elitelligence"",""tax_amount"":0,""product_id"":15036,""category"":""Men's Shoes"",""sku"":""ZO0515105151"",""taxless_price"":24.99,""unit_discount_amount"":0,""min_price"":11.25,""_id"":""sold_product_713541_15036"",""discount_amount"":0,""created_on"":""2016-12-17T08:06:43+00:00"",""product_name"":""Trainers - beige"",""price"":24.99,""taxful_price"":24.99,""base_unit_price"":24.99},{""base_price"":28.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Low Tide Media"",""tax_amount"":0,""product_id"":21177,""category"":""Men's Clothing"",""sku"":""ZO0457704577"",""taxless_price"":28.99,""unit_discount_amount"":0,""min_price"":13.92,""_id"":""sold_product_713541_21177"",""discount_amount"":0,""created_on"":""2016-12-17T08:06:43+00:00"",""product_name"":""Bomber Jacket - light grey multicolor"",""price"":28.99,""taxful_price"":28.99,""base_unit_price"":28.99}]","[""December 17th 2016, 08:06:43.000"",""December 17th 2016, 08:06:43.000"",""December 17th 2016, 08:06:43.000"",""December 17th 2016, 08:06:43.000""]","[""ZO0538605386"",""ZO0385103851"",""ZO0515105151"",""ZO0457704577""]",$163.96 ,163.96,4,4,order,sultan
"[""Women's Accessories"",""Women's Clothing""]",EUR,Wilhemina St.,Wilhemina St. Kim,FEMALE,17,Kim,,Saturday,5,wilhemina st.@kim-family.zzz,Monte Carlo,Europe,MC,"{
  ""lon"": 7.4,
  ""lat"": 43.7
}",,"[""Pyramidustries"",""Tigress Enterprises MAMA""]","March 30th 2019, 07:52:19.000",572490,"[{""base_price"":20.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Pyramidustries"",""tax_amount"":0,""product_id"":14725,""category"":""Women's Accessories"",""sku"":""ZO0210702107"",""taxless_price"":20.99,""unit_discount_amount"":0,""min_price"":10.08,""_id"":""sold_product_572490_14725"",""discount_amount"":0,""created_on"":""2016-12-17T07:52:19+00:00"",""product_name"":""Across body bag - cognac "",""price"":20.99,""taxful_price"":20.99,""base_unit_price"":20.99},{""base_price"":22.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Tigress Enterprises MAMA"",""tax_amount"":0,""product_id"":23624,""category"":""Women's Clothing"",""sku"":""ZO0231602316"",""taxless_price"":22.99,""unit_discount_amount"":0,""min_price"":11.95,""_id"":""sold_product_572490_23624"",""discount_amount"":0,""created_on"":""2016-12-17T07:52:19+00:00"",""product_name"":""Print T-shirt - black/white"",""price"":22.99,""taxful_price"":22.99,""base_unit_price"":22.99}]","[""December 17th 2016, 07:52:19.000"",""December 17th 2016, 07:52:19.000""]","[""ZO0210702107"",""ZO0231602316""]",$43.98 ,43.98,2,2,order,wilhemina
"[""Women's Clothing"",""Women's Shoes""]",EUR,Elyssa,Elyssa Massey,FEMALE,27,Massey,,Saturday,5,elyssa@massey-family.zzz,New York,North America,US,"{
  ""lon"": -74,
  ""lat"": 40.8
}",New York,"[""Pyramidustries"",""Angeldale""]","March 30th 2019, 07:45:07.000",572485,"[{""base_price"":16.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Pyramidustries"",""tax_amount"":0,""product_id"":14781,""category"":""Women's Clothing"",""sku"":""ZO0180801808"",""taxless_price"":16.99,""unit_discount_amount"":0,""min_price"":7.99,""_id"":""sold_product_572485_14781"",""discount_amount"":0,""created_on"":""2016-12-17T07:45:07+00:00"",""product_name"":""Sweatshirt - dark red"",""price"":16.99,""taxful_price"":16.99,""base_unit_price"":16.99},{""base_price"":64.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Angeldale"",""tax_amount"":0,""product_id"":20692,""category"":""Women's Shoes"",""sku"":""ZO0667206672"",""taxless_price"":64.99,""unit_discount_amount"":0,""min_price"":34.44,""_id"":""sold_product_572485_20692"",""discount_amount"":0,""created_on"":""2016-12-17T07:45:07+00:00"",""product_name"":""High heels - flamingo"",""price"":64.99,""taxful_price"":64.99,""base_unit_price"":64.99}]","[""December 17th 2016, 07:45:07.000"",""December 17th 2016, 07:45:07.000""]","[""ZO0180801808"",""ZO0667206672""]",$81.98 ,81.98,2,2,order,elyssa
"[""Men's Clothing"",""Men's Shoes""]",EUR,Oliver,Oliver Phillips,MALE,7,Phillips,,Saturday,5,oliver@phillips-family.zzz,,Europe,GB,"{
  ""lon"": -0.1,
  ""lat"": 51.5
}",,"[""Oceanavigations""]","March 30th 2019, 07:43:41.000",572484,"[{""base_price"":7.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Oceanavigations"",""tax_amount"":0,""product_id"":11175,""category"":""Men's Clothing"",""sku"":""ZO0276502765"",""taxless_price"":7.99,""unit_discount_amount"":0,""min_price"":3.84,""_id"":""sold_product_572484_11175"",""discount_amount"":0,""created_on"":""2016-12-17T07:43:41+00:00"",""product_name"":""Bow tie - black"",""price"":7.99,""taxful_price"":7.99,""base_unit_price"":7.99},{""base_price"":74.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Oceanavigations"",""tax_amount"":0,""product_id"":21234,""category"":""Men's Shoes"",""sku"":""ZO0257502575"",""taxless_price"":74.99,""unit_discount_amount"":0,""min_price"":36.75,""_id"":""sold_product_572484_21234"",""discount_amount"":0,""created_on"":""2016-12-17T07:43:41+00:00"",""product_name"":""Lace-up boots - brown"",""price"":74.99,""taxful_price"":74.99,""base_unit_price"":74.99}]","[""December 17th 2016, 07:43:41.000"",""December 17th 2016, 07:43:41.000""]","[""ZO0276502765"",""ZO0257502575""]",$82.98 ,82.98,2,2,order,oliver
"[""Women's Clothing"",""Women's Shoes""]",EUR,Rabbia Al,Rabbia Al Benson,FEMALE,5,Benson,,Saturday,5,rabbia al@benson-family.zzz,Dubai,Asia,AE,"{
  ""lon"": 55.3,
  ""lat"": 25.3
}",Dubai,"[""Pyramidustries"",""Oceanavigations""]","March 30th 2019, 07:42:14.000",725179,"[{""base_price"":11.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Pyramidustries"",""tax_amount"":0,""product_id"":21797,""category"":""Women's Clothing"",""sku"":""ZO0168501685"",""taxless_price"":11.99,""unit_discount_amount"":0,""min_price"":6,""_id"":""sold_product_725179_21797"",""discount_amount"":0,""created_on"":""2016-12-17T07:42:14+00:00"",""product_name"":""Print T-shirt - white"",""price"":11.99,""taxful_price"":11.99,""base_unit_price"":11.99},{""base_price"":33.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Pyramidustries"",""tax_amount"":0,""product_id"":5646,""category"":""Women's Shoes"",""sku"":""ZO0142301423"",""taxless_price"":33.99,""unit_discount_amount"":0,""min_price"":17.33,""_id"":""sold_product_725179_5646"",""discount_amount"":0,""created_on"":""2016-12-17T07:42:14+00:00"",""product_name"":""Ankle boots - black"",""price"":33.99,""taxful_price"":33.99,""base_unit_price"":33.99},{""base_price"":32.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Pyramidustries"",""tax_amount"":0,""product_id"":18334,""category"":""Women's Shoes"",""sku"":""ZO0143001430"",""taxless_price"":32.99,""unit_discount_amount"":0,""min_price"":17.15,""_id"":""sold_product_725179_18334"",""discount_amount"":0,""created_on"":""2016-12-17T07:42:14+00:00"",""product_name"":""Ankle boots - cognac"",""price"":32.99,""taxful_price"":32.99,""base_unit_price"":32.99},{""base_price"":59.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Oceanavigations"",""tax_amount"":0,""product_id"":21250,""category"":""Women's Shoes"",""sku"":""ZO0236102361"",""taxless_price"":59.99,""unit_discount_amount"":0,""min_price"":30,""_id"":""sold_product_725179_21250"",""discount_amount"":0,""created_on"":""2016-12-17T07:42:14+00:00"",""product_name"":""Ballet pumps - Aquamarine"",""price"":59.99,""taxful_price"":59.99,""base_unit_price"":59.99}]","[""December 17th 2016, 07:42:14.000"",""December 17th 2016, 07:42:14.000"",""December 17th 2016, 07:42:14.000"",""December 17th 2016, 07:42:14.000""]","[""ZO0168501685"",""ZO0142301423"",""ZO0143001430"",""ZO0236102361""]",$138.96 ,138.96,4,4,order,rabbia
"[""Men's Clothing""]",EUR,Robbie,Robbie Martin,MALE,48,Martin,,Saturday,5,robbie@martin-family.zzz,Dubai,Asia,AE,"{
  ""lon"": 55.3,
  ""lat"": 25.3
}",Dubai,"[""Elitelligence"",""Low Tide Media""]","March 30th 2019, 07:37:55.000",572474,"[{""base_price"":20.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Elitelligence"",""tax_amount"":0,""product_id"":14824,""category"":""Men's Clothing"",""sku"":""ZO0524605246"",""taxless_price"":20.99,""unit_discount_amount"":0,""min_price"":10.29,""_id"":""sold_product_572474_14824"",""discount_amount"":0,""created_on"":""2016-12-17T07:37:55+00:00"",""product_name"":""Shirt - red"",""price"":20.99,""taxful_price"":20.99,""base_unit_price"":20.99},{""base_price"":24.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Low Tide Media"",""tax_amount"":0,""product_id"":13030,""category"":""Men's Clothing"",""sku"":""ZO0449704497"",""taxless_price"":24.99,""unit_discount_amount"":0,""min_price"":12.99,""_id"":""sold_product_572474_13030"",""discount_amount"":0,""created_on"":""2016-12-17T07:37:55+00:00"",""product_name"":""Jumper - grey - blue"",""price"":24.99,""taxful_price"":24.99,""base_unit_price"":24.99}]","[""December 17th 2016, 07:37:55.000"",""December 17th 2016, 07:37:55.000""]","[""ZO0524605246"",""ZO0449704497""]",$45.98 ,45.98,2,2,order,robbie
"[""Men's Clothing"",""Men's Accessories""]",EUR,Fitzgerald,Fitzgerald Benson,MALE,11,Benson,,Saturday,5,fitzgerald@benson-family.zzz,Los Angeles,North America,US,"{
  ""lon"": -118.2,
  ""lat"": 34.1
}",California,"[""Spritechnologies"",""Elitelligence""]","March 30th 2019, 07:10:34.000",572448,"[{""base_price"":41.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Spritechnologies"",""tax_amount"":0,""product_id"":24459,""category"":""Men's Clothing"",""sku"":""ZO0625906259"",""taxless_price"":41.99,""unit_discount_amount"":0,""min_price"":21.83,""_id"":""sold_product_572448_24459"",""discount_amount"":0,""created_on"":""2016-12-17T07:10:34+00:00"",""product_name"":""Soft shell jacket - black"",""price"":41.99,""taxful_price"":41.99,""base_unit_price"":41.99},{""base_price"":10.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Elitelligence"",""tax_amount"":0,""product_id"":20769,""category"":""Men's Accessories"",""sku"":""ZO0598405984"",""taxless_price"":10.99,""unit_discount_amount"":0,""min_price"":5.82,""_id"":""sold_product_572448_20769"",""discount_amount"":0,""created_on"":""2016-12-17T07:10:34+00:00"",""product_name"":""Belt - black "",""price"":10.99,""taxful_price"":10.99,""base_unit_price"":10.99}]","[""December 17th 2016, 07:10:34.000"",""December 17th 2016, 07:10:34.000""]","[""ZO0625906259"",""ZO0598405984""]",$52.98 ,52.98,2,2,order,fuzzy
"[""Men's Clothing""]",EUR,Yuri,Yuri Evans,MALE,21,Evans,,Saturday,5,yuri@evans-family.zzz,Cannes,Europe,FR,"{
  ""lon"": 7,
  ""lat"": 43.6
}",Alpes-Maritimes,"[""Low Tide Media"",""Microlutions""]","March 30th 2019, 07:09:07.000",572445,"[{""base_price"":36.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Low Tide Media"",""tax_amount"":0,""product_id"":18242,""category"":""Men's Clothing"",""sku"":""ZO0451004510"",""taxless_price"":36.99,""unit_discount_amount"":0,""min_price"":17.02,""_id"":""sold_product_572445_18242"",""discount_amount"":0,""created_on"":""2016-12-17T07:09:07+00:00"",""product_name"":""Jumper - dark blue"",""price"":36.99,""taxful_price"":36.99,""base_unit_price"":36.99},{""base_price"":36.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Microlutions"",""tax_amount"":0,""product_id"":17752,""category"":""Men's Clothing"",""sku"":""ZO0113801138"",""taxless_price"":36.99,""unit_discount_amount"":0,""min_price"":17.39,""_id"":""sold_product_572445_17752"",""discount_amount"":0,""created_on"":""2016-12-17T07:09:07+00:00"",""product_name"":""Slim fit jeans - black denim"",""price"":36.99,""taxful_price"":36.99,""base_unit_price"":36.99}]","[""December 17th 2016, 07:09:07.000"",""December 17th 2016, 07:09:07.000""]","[""ZO0451004510"",""ZO0113801138""]",$73.98 ,73.98,2,2,order,yuri
"[""Women's Clothing""]",EUR,Elyssa,Elyssa Bryan,FEMALE,27,Bryan,,Saturday,5,elyssa@bryan-family.zzz,New York,North America,US,"{
  ""lon"": -74,
  ""lat"": 40.8
}",New York,"[""Pyramidustries active"",""Spherecords""]","March 30th 2019, 07:01:55.000",572434,"[{""base_price"":22.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Pyramidustries active"",""tax_amount"":0,""product_id"":8652,""category"":""Women's Clothing"",""sku"":""ZO0224102241"",""taxless_price"":22.99,""unit_discount_amount"":0,""min_price"":11.04,""_id"":""sold_product_572434_8652"",""discount_amount"":0,""created_on"":""2016-12-17T07:01:55+00:00"",""product_name"":""Tracksuit bottoms - black"",""price"":22.99,""taxful_price"":22.99,""base_unit_price"":22.99},{""base_price"":10.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Spherecords"",""tax_amount"":0,""product_id"":14441,""category"":""Women's Clothing"",""sku"":""ZO0644906449"",""taxless_price"":10.99,""unit_discount_amount"":0,""min_price"":5.71,""_id"":""sold_product_572434_14441"",""discount_amount"":0,""created_on"":""2016-12-17T07:01:55+00:00"",""product_name"":""Long sleeved top - beige multicolor"",""price"":10.99,""taxful_price"":10.99,""base_unit_price"":10.99}]","[""December 17th 2016, 07:01:55.000"",""December 17th 2016, 07:01:55.000""]","[""ZO0224102241"",""ZO0644906449""]",$33.98 ,33.98,2,2,order,elyssa
"[""Men's Clothing""]",EUR,Abd,Abd Love,MALE,52,Love,,Saturday,5,abd@love-family.zzz,Cairo,Africa,EG,"{
  ""lon"": 31.3,
  ""lat"": 30.1
}",Cairo Governorate,"[""Low Tide Media"",""Oceanavigations""]","March 30th 2019, 06:54:43.000",572426,"[{""base_price"":22.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Low Tide Media"",""tax_amount"":0,""product_id"":15934,""category"":""Men's Clothing"",""sku"":""ZO0412804128"",""taxless_price"":22.99,""unit_discount_amount"":0,""min_price"":10.35,""_id"":""sold_product_572426_15934"",""discount_amount"":0,""created_on"":""2016-12-17T06:54:43+00:00"",""product_name"":""Shirt - light blue/white"",""price"":22.99,""taxful_price"":22.99,""base_unit_price"":22.99},{""base_price"":59.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Oceanavigations"",""tax_amount"":0,""product_id"":17485,""category"":""Men's Clothing"",""sku"":""ZO0286702867"",""taxless_price"":59.99,""unit_discount_amount"":0,""min_price"":31.79,""_id"":""sold_product_572426_17485"",""discount_amount"":0,""created_on"":""2016-12-17T06:54:43+00:00"",""product_name"":""Bomber Jacket - navy"",""price"":59.99,""taxful_price"":59.99,""base_unit_price"":59.99}]","[""December 17th 2016, 06:54:43.000"",""December 17th 2016, 06:54:43.000""]","[""ZO0412804128"",""ZO0286702867""]",$82.98 ,82.98,2,2,order,abd
"[""Women's Accessories"",""Women's Shoes""]",EUR,Stephanie,Stephanie Hodges,FEMALE,6,Hodges,,Saturday,5,stephanie@hodges-family.zzz,Cannes,Europe,FR,"{
  ""lon"": 7,
  ""lat"": 43.6
}",Alpes-Maritimes,"[""Pyramidustries"",""Tigress Enterprises""]","March 30th 2019, 06:48:58.000",572422,"[{""base_price"":21.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Pyramidustries"",""tax_amount"":0,""product_id"":17576,""category"":""Women's Accessories"",""sku"":""ZO0198401984"",""taxless_price"":21.99,""unit_discount_amount"":0,""min_price"":10.99,""_id"":""sold_product_572422_17576"",""discount_amount"":0,""created_on"":""2016-12-17T06:48:58+00:00"",""product_name"":""Across body bag - cognac "",""price"":21.99,""taxful_price"":21.99,""base_unit_price"":21.99},{""base_price"":16.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Tigress Enterprises"",""tax_amount"":0,""product_id"":20747,""category"":""Women's Shoes"",""sku"":""ZO0027900279"",""taxless_price"":16.99,""unit_discount_amount"":0,""min_price"":8.83,""_id"":""sold_product_572422_20747"",""discount_amount"":0,""created_on"":""2016-12-17T06:48:58+00:00"",""product_name"":""Trainers - pink"",""price"":16.99,""taxful_price"":16.99,""base_unit_price"":16.99}]","[""December 17th 2016, 06:48:58.000"",""December 17th 2016, 06:48:58.000""]","[""ZO0198401984"",""ZO0027900279""]",$38.98 ,38.98,2,2,order,stephanie
"[""Men's Shoes"",""Men's Clothing""]",EUR,Yahya,Yahya Goodwin,MALE,23,Goodwin,,Saturday,5,yahya@goodwin-family.zzz,Marrakesh,Africa,MA,"{
  ""lon"": -8,
  ""lat"": 31.6
}",Marrakech-Tensift-Al Haouz,"[""Low Tide Media""]","March 30th 2019, 06:33:07.000",572410,"[{""base_price"":64.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Low Tide Media"",""tax_amount"":0,""product_id"":22777,""category"":""Men's Shoes"",""sku"":""ZO0387203872"",""taxless_price"":64.99,""unit_discount_amount"":0,""min_price"":33.79,""_id"":""sold_product_572410_22777"",""discount_amount"":0,""created_on"":""2016-12-17T06:33:07+00:00"",""product_name"":""Lace-ups - cognac"",""price"":64.99,""taxful_price"":64.99,""base_unit_price"":64.99},{""base_price"":24.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Low Tide Media"",""tax_amount"":0,""product_id"":23296,""category"":""Men's Clothing"",""sku"":""ZO0422604226"",""taxless_price"":24.99,""unit_discount_amount"":0,""min_price"":11.5,""_id"":""sold_product_572410_23296"",""discount_amount"":0,""created_on"":""2016-12-17T06:33:07+00:00"",""product_name"":""SLIM FIT - Formal shirt - khaki"",""price"":24.99,""taxful_price"":24.99,""base_unit_price"":24.99}]","[""December 17th 2016, 06:33:07.000"",""December 17th 2016, 06:33:07.000""]","[""ZO0387203872"",""ZO0422604226""]",$89.98 ,89.98,2,2,order,yahya
"[""Women's Accessories"",""Women's Clothing""]",EUR,Mary,Mary Fleming,FEMALE,20,Fleming,,Saturday,5,mary@fleming-family.zzz,Dubai,Asia,AE,"{
  ""lon"": 55.3,
  ""lat"": 25.3
}",Dubai,"[""Pyramidustries"",""Spherecords""]","March 30th 2019, 06:30:14.000",572407,"[{""base_price"":16.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Pyramidustries"",""tax_amount"":0,""product_id"":19053,""category"":""Women's Accessories"",""sku"":""ZO0196601966"",""taxless_price"":16.99,""unit_discount_amount"":0,""min_price"":8.66,""_id"":""sold_product_572407_19053"",""discount_amount"":0,""created_on"":""2016-12-17T06:30:14+00:00"",""product_name"":""Handbag - cognac"",""price"":16.99,""taxful_price"":16.99,""base_unit_price"":16.99},{""base_price"":11.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Spherecords"",""tax_amount"":0,""product_id"":16998,""category"":""Women's Clothing"",""sku"":""ZO0645606456"",""taxless_price"":11.99,""unit_discount_amount"":0,""min_price"":6.35,""_id"":""sold_product_572407_16998"",""discount_amount"":0,""created_on"":""2016-12-17T06:30:14+00:00"",""product_name"":""Long sleeved top - red/white"",""price"":11.99,""taxful_price"":11.99,""base_unit_price"":11.99}]","[""December 17th 2016, 06:30:14.000"",""December 17th 2016, 06:30:14.000""]","[""ZO0196601966"",""ZO0645606456""]",$28.98 ,28.98,2,2,order,mary
